TN-07,R,"Blackburn, Marsha",3,2
TN-08,R,"Kustoff, David",0,0
TN-09,D,"Cohen, Steve",94,97
LA-01,R,"Scalise, Steve",0,3
LA-02,D,"Richmond, Cedric",46,74
LA-03,R,"Higgins, Clay",0,0
LA-04,R,"Johnson, Mike",6,3
LA-05,R,"Abraham, Ralph",0,1
LA-06,R,"Graves, Garret",0,3
PA-01,D,"Brady, Robert",86,86
PA-02,D,"Evans, Dwight",94,94
PA-03,R,"Kelly, Mike",6,4
PA-04,R,"Perry, Scott",3,2
PA-05,R,"Thompson, Glenn",3,5
PA-05,D,"Scanlon, Mary",100,100
PA-06,R,"Costello, Ryan",43,34
PA-07,R,"Meehan, Patrick",0,16
PA-07,D,"Wild, Susan",100,100
PA-08,R,"Fitzpatrick, Brian",83,77
PA-09,R,"Shuster, Bill",3,5
PA-10,R,"Marino, Tom",6,5
PA-11,R,"Barletta, Lou",6,5
PA-12,R,"Rothfus, Keith",6,3
PA-13,D,"Boyle, Brendan",91,97
PA-14,D,"Doyle, Mike",91,78
PA-15,R,"Dent, Charlie",0,17
PA-16,R,"Smucker, Lloyd",3,3
PA-17,D,"Cartwright, Matt",91,96
PA-18,D,"Lamb, Conor",82,82
MI-01,R,"Bergman, Jack",9,7
MI-02,R,"Huizenga, Bill",0,4
MI-03,R,"Amash, Justin",37,18
MI-04,R,"Moolenaar, John",6,4
MI-05,D,"Kildee, Daniel",94,96
MI-06,R,"Upton, Fred",40,26
MI-07,R,"Walberg, Tim",0,3
MI-08,R,"Bishop, Mike",3,4
MI-09,D,"Levin, Sander",94,92
MI-10,R,"Mitchell, Paul",3,3
MI-11,R,"Trott, Dave",9,5
MI-12,D,"Dingell, Debbie",94,97
MI-13,D,"Jones, Brenda",100,100
MI-14,D,"Lawrence, Brenda",94,97
NV-01,D,"Titus, Dina",89,95
NV-02,R,"Amodei, Mark",14,5
NV-03,D,"Rosen, Jacky",94,96
NV-04,D,"Kihuen, Ruben",97,97
NJ-01,D,"Norcross, Donald",86,92
NJ-02,R,"LoBiondo, Frank",51,56
NJ-03,R,"MacArthur, Tom",23,16
NJ-04,R,"Smith, Christopher",60,61
NJ-05,D,"Gottheimer, Josh",80,81
NJ-06,D,"Pallone, Frank",91,96
NJ-07,R,"Lance, Leonard",60,27
NJ-08,D,"Sires, Albio",89,91
NJ-09,D,"Pascrell, Bill",91,93
NJ-10,D,"Payne, Donald",91,91
NJ-11,R,"Frelinghuysen, Rodney",17,30
NJ-12,D,"Watson Coleman, Bonnie",94,96
OH-01,R,"Chabot, Steve",3,12
OH-02,R,"Wenstrup, Brad",0,1
OH-03,D,"Beatty, Joyce",83,95
OH-04,R,"Jordan, Jim",3,4
OH-05,R,"Latta, Bob",0,2
OH-06,R,"Johnson, Bill",0,3
OH-07,R,"Gibbs, Bob",0,3
OH-08,R,"Davidson, Warren",3,1
OH-09,D,"Kaptur, Marcy",94,83
OH-10,R,"Turner, Michael",14,9
OH-11,D,"Fudge, Marcia",89,93
OH-12,R,"Balderson, Troy",0,0
OH-13,D,"Ryan, Tim",94,92
OH-14,R,"Joyce, David",14,8
OH-15,R,"Stivers, Steve",11,6
OH-16,R,"Renacci, Jim",3,3
NH-01,D,"Shea-Porter, Carol",89,95
NH-02,D,"Kuster, Ann",89,94
MN-01,D,"Walz, Tim",14,75
MN-02,R,"Lewis, Jason",0,0
MN-03,R,"Paulsen, Erik",34,18
MN-04,D,"McCollum, Betty",97,94
MN-05,D,"Ellison, Keith",74,92
MN-06,R,"Emmer, Tom",0,1
MN-07,D,"Peterson, Collin",20,31
MN-08,D,"Nolan, Rick",77,83
WI-01,R,"Ryan, Paul",n/a,11
WI-02,D,"Pocan, Mark",100,97
WI-03,D,"Kind, Ron",89,89
WI-04,D,"Moore, Gwen",94,94
WI-05,R,"Sensenbrenner, James",6,25
WI-06,R,"Grothman, Glenn",3,1
WI-07,R,"Duffy, Sean",0,2
WI-08,R,"Gallagher, Mike",0,1
AZ-01,D,"O'Halleran, Tom",83,87
AZ-02,R,"McSally, Martha",9,6
AZ-03,D,"Grijalva, Raul",94,96
AZ-04,R,"Gosar, Paul",6,5
AZ-05,R,"Biggs, Andy",11,9
AZ-06,R,"Schweikert, David",3,4
AZ-07,D,"Gallego, Ruben",100,97
AZ-08,R,"Lesko, Debbie",0,0
AZ-09,D,"Sinema, Kyrsten",74,77
WY-AL,R,"Cheney, Liz",0,0
GA-01,R,"Carter, Buddy",0,0
GA-02,D,"Bishop, Sanford",63,51
GA-03,R,"Ferguson, A.",6,3
GA-04,D,"Johnson, Hank",100,96
GA-05,D,"Lewis, John",97,93
GA-06,R,"Handel, Karen",0,0
GA-07,R,"Woodall, Rob",3,4
GA-08,R,"Scott, Austin",3,3
GA-09,R,"Collins, Doug",3,2
GA-10,R,"Hice, Jody",0,0
GA-11,R,"Loudermilk, Barry",0,0
GA-12,R,"Allen, Rick",0,0
GA-13,D,"Scott, David",86,82
GA-14,R,"Graves, Tom",0,2
MD-01,R,"Harris, Andy",3,3
MD-02,D,"Ruppersberger, C.A. Dutch",94,88
MD-03,D,"Sarbanes, John",94,96
MD-04,D,"Brown, Anthony",83,91
MD-05,D,"Hoyer, Steny",63,81
MD-06,D,"Delaney, John",91,94
MD-07,D,"Cummings, Elijah",89,92
MD-08,D,"Raskin, Jamie",97,99
TX-01,R,"Gohmert, Louie",3,4
TX-02,R,"Poe, Ted",0,3
TX-03,R,"Johnson, Sam",0,3
TX-04,R,"Ratcliffe, John",0,0
TX-05,R,"Hensarling, Jeb",0,4
TX-06,R,"Barton, Joe",6,6
TX-07,R,"Culberson, John",6,4
TX-08,R,"Brady, Kevin",3,3
TX-09,D,"Green, Al",97,85
TX-10,R,"McCaul, Michael",3,5
TX-11,R,"Conaway, K. Michael",3,2
TX-12,R,"Granger, Kay",6,5
TX-13,R,"Thornberry, Mac",3,2
TX-14,R,"Weber, Randy",6,2
TX-15,D,"Gonzalez, Vicente",74,73
TX-16,D,"O'Rourke, Beto",94,95
TX-17,R,"Flores, Bill",3,3
TX-18,D,"Jackson Lee, Sheila",97,81
TX-19,R,"Arrington, Jodey",0,0
TX-20,D,"Castro, Joaquin",97,96
TX-21,R,"Smith, Lamar",3,6
TX-22,R,"Olson, Pete",0,1
TX-23,R,"Hurd, Will",20,6
TX-24,R,"Marchant, Kenny",3,3
TX-25,R,"Williams, Roger",0,1
TX-26,R,"Burgess, Michael",0,3
TX-27,R,"Farenthold, Blake",0,3
TX-27,R,"Cloud, Michael",0,0
TX-28,D,"Cuellar, Henry",49,42
TX-29,D,"Green, Gene",83,67
TX-30,D,"Johnson, Eddie Bernice",94,86
TX-31,R,"Carter, John",6,4
TX-32,R,"Sessions, Pete",3,2
TX-33,D,"Veasey, Marc",89,88
TX-34,D,"Vela, Filemon",80,74
TX-35,D,"Doggett, Lloyd",100,97
TX-36,R,"Babin, Brian",3,1
MT-AL,R,"Gianforte, Greg",3,5
AK-AL,R,"Young, Don",6,8
CO-01,D,"DeGette, Diana",91,96
CO-02,D,"Polis, Jared",66,89
CO-03,R,"Tipton, Scott",9,7
CO-04,R,"Buck, Ken",6,3
CO-05,R,"Lamborn, Doug",0,3
CO-06,R,"Coffman, Mike",20,6
CO-07,D,"Perlmutter, Ed",89,86
ND-AL,R,"Cramer, Kevin",3,1
IL-01,D,"Rush, Bobby",91,79
IL-02,D,"Kelly, Robin",97,94
IL-03,D,"Lipinski, Dan",91,90
IL-04,D,"Gutierrez, Luis",91,91
IL-05,D,"Quigley, Mike",97,98
IL-06,R,"Roskam, Peter",20,9
IL-07,D,"Davis, Danny",97,92
IL-08,D,"Krishnamoorthi, Raja",94,97
IL-09,D,"Schakowsky, Jan",100,98
IL-10,D,"Schneider, Brad",91,93
IL-11,D,"Foster, Bill",94,93
IL-12,R,"Bost, Mike",3,3
IL-13,R,"Davis, Rodney",6,6
IL-14,R,"Hultgren, Randy",3,4
IL-15,R,"Shimkus, John",6,6
IL-16,R,"Kinzinger, Adam",3,6
IL-17,D,"Bustos, Cheri",91,88
IL-18,R,"LaHood, Darin",0,0
NM-01,D,"Lujan Grisham, Michelle",91,91
NM-02,R,"Pearce, Steve",0,4
NM-03,D,"Lujan, Ben Ray",97,96
UT-01,R,"Bishop, Rob",3,2
UT-02,R,"Stewart, Chris",3,2
UT-03,R,"Curtis, John",0,0
UT-04,R,"Love, Mia",17,6
OR-01,D,"Bonamici, Suzanne",97,98
OR-02,R,"Walden, Greg",6,9
OR-03,D,"Blumenauer, Earl",97,96
OR-04,D,"DeFazio, Peter",97,92
OR-05,D,"Schrader, Kurt",63,70
CT-01,D,"Larson, John",94,93
CT-02,D,"Courtney, Joe",91,96
CT-03,D,"DeLauro, Rosa",91,94
CT-04,D,"Himes, Jim",91,95
CT-05,D,"Esty, Elizabeth",94,98
AR-01,R,"Crawford, Rick",6,5
AR-02,R,"Hill, French",6,4
AR-03,R,"Womack, Steve",6,4
AR-04,R,"Westerman, Bruce",0,1
OK-01,R,"Bridenstine, Jim",n/a,3
OK-01,R,"Hern, Kevin",0,0
OK-02,R,"Mullin, Markwayne",3,1
OK-03,R,"Lucas, Frank",6,5
OK-04,R,"Cole, Tom",9,7
OK-05,R,"Russell, Steve",6,3
IA-01,R,"Blum, Rod",3,2
IA-02,D,"Loebsack, Dave",94,90
IA-03,R,"Young, David",3,3
IA-04,R,"King, Steve",9,4
MA-01,D,"Neal, Richard",89,92
MA-02,D,"McGovern, Jim",100,99
MA-03,D,"Tsongas, Niki",86,94
MA-04,D,"Kennedy, Joseph",91,95
MA-05,D,"Clark, Katherine",94,96
MA-06,D,"Moulton, Seth",89,97
MA-07,D,"Capuano, Michael",86,96
MA-08,D,"Lynch, Stephen",86,95
MA-09,D,"Keating, Bill",89,96
IN-01,D,"Visclosky, Peter",94,82
IN-02,R,"Walorski, Jackie",3,1
IN-03,R,"Banks, Jim",0,0
IN-04,R,"Rokita, Todd",0,4
IN-05,R,"Brooks, Susan",6,4
IN-06,R,"Messer, Luke",0,1
IN-07,D,"Carson, Andre",94,93
IN-08,R,"Bucshon, Larry",3,5
IN-09,R,"Hollingsworth, Trey",11,9
NC-01,D,"Butterfield, G.K.",91,89
NC-02,R,"Holding, George",3,1
NC-03,R,"Jones, Jr., Walter",14,22
NC-04,D,"Price, David",94,91
NC-05,R,"Foxx, Virginia",3,3
NC-06,R,"Walker, Bradley",0,0
NC-07,R,"Rouzer, David",3,1
NC-08,R,"Hudson, Richard",0,1
NC-09,R,"Pittenger, Robert",0,1
NC-10,R,"McHenry, Patrick",9,3
NC-11,R,"Meadows, Mark",0,1
NC-12,D,"Adams, Alma",94,98
NC-13,R,"Budd, Ted",3,1
VA-01,R,"Wittman, Rob",6,11
VA-02,R,"Taylor, Scott",9,7
VA-03,D,"Scott, Robert",94,91
VA-04,D,"McEachin, A. Donald",86,87
VA-05,R,"Garrett, Thomas",9,6
VA-06,R,"Goodlatte, Bob",0,6
VA-07,R,"Brat, David",0,1
VA-08,D,"Beyer, Donald",86,96
VA-09,R,"Griffith, Morgan",3,5
VA-10,R,"Comstock, Barbara",14,7
VA-11,D,"Connolly, Gerald",94,97
WA-01,D,"DelBene, Suzan",94,95
WA-02,D,"Larsen, Rick",89,91
WA-03,R,"Herrera-Beutler, Jaime",11,9
WA-04,R,"Newhouse, Dan",6,2
WA-05,R,"McMorris Rodgers, Cathy",6,3
WA-06,D,"Kilmer, Derek",94,94
WA-07,D,"Jayapal, Pramila",94,96
WA-08,R,"Reichert, Dave",26,35
WA-09,D,"Smith, Adam",100,91
WA-10,D,"Heck, Denny",94,97
WV-01,R,"McKinley, David",11,6
WV-02,R,"Mooney, Alex",0,1
WV-03,R,"Jenkins, Evan",9,4
DE-AL,D,"Blunt Rochester, Lisa",94,96
KY-01,R,"Comer, James",0,3
KY-02,R,"Guthrie, Brett",0,4
KY-03,D,"Yarmuth, John",91,94
KY-04,R,"Massie, Thomas",17,12
KY-05,R,"Rogers, Harold",6,8
KY-06,R,"Barr, Garland",0,1
RI-01,D,"Cicilline, David",100,98
RI-02,D,"Langevin, Jim",94,96
SC-01,R,"Sanford, Mark",40,28
SC-02,R,"Wilson, Joe",3,2
SC-03,R,"Duncan, Jeff",0,3
SC-04,R,"Gowdy, Trey",3,3
SC-05,R,"Norman, Ralph",0,0
SC-06,D,"Clyburn, James",94,85
SC-07,R,"Rice, Tom",0,1
MS-01,R,"Kelly, Trent",0,0
MS-02,D,"Thompson, Bennie",86,82
MS-03,R,"Harper, Gregg",3,3
MS-04,R,"Palazzo, Steven",0,2
ME-01,D,"Pingree, Chellie",94,96
ME-02,R,"Poliquin, Bruce",14,16
ID-01,R,"Labrador, Raul",6,4
ID-02,R,"Simpson, Mike",14,8
NE-01,R,"Fortenberry, Jeff",20,18
NE-02,R,"Bacon, Don",6,6
NE-03,R,"Smith, Adrian",3,4
KS-01,R,"Marshall, Roger",6,3
KS-02,R,"Jenkins, Lynn",0,3
KS-03,R,"Yoder, Kevin",3,3
KS-04,R,"Estes, Ron",0,0
SD-AL,R,"Noem, Kristi",3,4
VT-AL,D,"Welch, Peter",94,94
